assignment_group,short_description
AZTEC.GP04.HRIT.04,EC Employee Add | AGCS | Live | Authorization / Access
AZTEC.GP04.HRIT.04,Remove 2020 IM Performance Form Yusri Arsyad  from Performance Form Kristina Soenarto | AZ Indonesia | Live | <cause code>
AZTEC.GP04.HRIT.02,German SAP integration package Testing | AZTEC.IND | Live | Configuration
AZTEC.GP04.HRIT.06,Please reset SF 2FA for Graeme Kennedy -  15018003 | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.01,5000028320 - Project Code  - P1445 Error | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.02,DELLBOOMi alert : [AGCSUK003_ADP_ID ] process id  | Live | Process
AZTEC.GP04.HRIT.02,Dellboomi Alert: MAIN: EE_FEEDER- RU | Allianz Russia | Live | Configuration
AZTEC.GP04.HRIT.01,FTEs calculation field is not working properly (previous incident id opened INC3248044) | AZ Partners | Live | configuration
AZTEC.GP04.HRIT.03,Grant a Role | AZ Morocco | Live | <Settings>
AZTEC.GP04.HRIT.02,update mailing list for notification of errors | AZ Partners | Live | data issues
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request. URGENT REQUEST | Euler Hermes | Live | Authorization/access |
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter login issue|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | AZ Poland | Live | Configuration
AZTEC.GP04.HRIT.03,User Record - State Field - need integration file to pull from user's home resident state. not employer | AZ Life US | Live | Settings
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for | AZ Life US | Live | < cause code >
AZTEC.GP04.HRIT.03,No Access to external users for LMS | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | < Authorization/access>
AZTEC.GP04.HRIT.01,Template Compensation Data | AZ Morocco| Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Unable to login to Internal job portal|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Logout Page not working (SF HRT) | AZ Germany | Live | Authorization or access
AZTEC.GP04.HRIT.04,Feeder profile  | AGCS | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue |SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.04,WG: INC4845694_Feeder / Natalia Löfflad  | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,Create account for new hires  | AZ Tech | Live | Authorization/access |
AZTEC.GP04.HRIT.05,SER_eRec|REQ MNMT|PDF file not opening in Recruiter portal|SER|REQ MNMT|E-REC|AZTE
AZTEC.GP04.HRIT.04,FW: INC4839175_SuccessFactors Incident / Support Request Template - Feeder (thansfer failed)| AZ Czech | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|PDF Issue|SER|REQ MNMT|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|APKV
AZTEC.GP04.HRIT.03,Defect related to CR2172  | AZ France | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.04,RE: Feeder :: Request for Transfer - H10_AWP_AUSTRALIA | AZ Australia | Live | Authorization / Access |
AZTEC.GP04.HRIT.04,RE: INC4875095_HR IT SuccessFactors Incident / Support Request  | AZ Indonesia | Live | Configuration |
AZTEC.GP04.HRIT.04,Access Request for  Senior Analyst. Rewards & Performance | AZ Singapore | Live | < cause code >
AZTEC.GP04.HRIT.04,Feeder Account James Rae | AZ Capital Partners | Live | Configuration
AZTEC.GP04.HRIT.02,Update delta file | AZ Romania | Live | data issue
AZTEC.GP04.HRIT.04,2020 PM Forms - Duplicated forms | AZ Spain | Live | Configuration
AZTEC.GP04.HRIT.02,Alert for MAIN: EE_FEEDER- CZ in Dell Boomi | Allianz pojistovna. a. s. | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Alert for MAIN: EE_FEEDER- RU | Allianz Russia | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in account creation|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.01,Unexpected transactions in payroll interface please research | AZ US Life | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Defect related to CR 2172 | AZ France | Live | configuration
AZTEC.GP04.HRIT.04,Problem in routing form | AGCS | Live | Configuration
AZTEC.GP04.HRIT.01,Wrong Flow of validation | AZ Benelux | Live | Configuration
AZTEC.GP04.HRIT.02,importe delta file|Allianz Romania|Live|Data Issues
AZTEC.GP04.HRIT.01,SuccessFactors activation for managers  | AZ Poland | Live | Authorization/access
AZTEC.GP04.HRIT.04,Duplicate Accounts | AZ Tech | Live | Configuration |
AZTEC.GP04.HRIT.04,RE: INC4932835_Feeder Duplicate | AGCS | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template - Charlotte van Kleeck | AZ Germany | Live | Configuration |
AZTEC.GP04.HRIT.01,Login SAP Personalwelt - keine gueltiges Zertifikat| Az Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,"Thanks for explaining the data flow to  ""Integrated Executives Compensation Solution"" | AGI | Live | Configuration"
AZTEC.GP04.HRIT.03,Completion of eLearning on LMS not being recorded | AZ  UK | Live | < cause code >
AZTEC.GP04.HRIT.02,UK EC to ADP Interface error | AGCS | Live | Network
AZTEC.GP04.HRIT.03,Web link not working
AZTEC.GP04.HRIT.01,location creation ko | AZ France | Live | <Configuration >
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request | Euler Hermes | Live | Authorization/access |
AZTEC.GP04.HRIT.04,Performance Form Status Report | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.04,status report on Mid-Year Review for RU0010 and RU0007. | AZ Russia | Live | 
AZTEC.GP04.HRIT.01,Request for user sync for employees | AZ Spain | Live | <Authorization / Access>
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Pushparaj Hanumante/ 15017596. He is unable to access the SF profile. | AZ Tech - India | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Duplicate Account - Samira Aidouni | AZ Tech | Live | Configuration |
AZTEC.GP04.HRIT.04,Please update account after name change from gaelle.allet@allianzgi.com to don_gaelle.allet@allianzgi.com | AGI | Live | Configuration
AZTEC.GP04.HRIT.04,Please update account after name change of Karen Billingslea to Karen Schmitt | AGI | Live | Authorization / Access |
AZTEC.GP04.HRIT.04,Please update account after name change von Ana Jakic to Ana Wagner | AGI | Live | Configuration |
AZTEC.GP04.HRIT.02,Dell Boomi alert :- Error for APTR_INT_003 | Allianz Partners Turkey | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter cannot see Requisitions|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager access |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager accesss|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager access |SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Account creation|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager access |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Internal candidate account|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|External Candidate Login Issue|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Candidate cannot apply for position|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AGCS | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template - Robert Schlichtner | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorization or access
AZTEC.GP04.HRIT.06,Missing field  | AZ Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.03,WG: SuccessFactors Support Request  | AZ Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,WG: HR Feeder (Pentos Feeder) | AZ Technology India | Live | Authorization / Access |
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template - Robert Schlichtner | AZ Germany | Live | Authorization / Access |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.01,weekly hours since 2019. October | AZ Germany  | Live | Settings
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Todd Carlson | AZ Life US | Live | < cause code >
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Ann Davis | AZ Life US | Live | < cause code >
AZTEC.GP04.HRIT.04,Duplicate Check - HR Feeder  | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.01,unable to chnge board unit name | AZ AP | Live |Settings
AZTEC.GP04.HRIT.01,Profile no longer visible | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,New Joiner not appear on GD | AZ Thailand | Live | <cause code>
AZTEC.GP04.HRIT.04,Request to update Ashwin Juneja Location| AP| Live | Authorization/access
AZTEC.GP04.HRIT.01,Employee Cannot Access Employee Central | AZ UK | Live | <Authorization/access>
AZTEC.GP04.HRIT.04,Giancarlo Scupino profile | AP| Live | Authorization/access
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Access |SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Matthieu Beignet doesn't have access to SF | AZ France | Live | User access Issue
AZTEC.GP04.HRIT.03,LMS Module not accessible for any Benelux Employee | AZ Benelux | Live | < cause code >
AZTEC.GP04.HRIT.02,AZHU Delta Upload 0730|Allianz Hungary|Live|Data Issues
AZTEC.GP04.HRIT.01,No access to Personalwelt | AZ Germany | Live | < Authorization/access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.01,Test | AZ Germany | Live | <Configuration >
AZTEC.GP04.HRIT.04,Feeder Account Filip Pfister | AZ Capital Partners | Live | Configuration
AZTEC.GP04.HRIT.04,FW: INC4825739_Annika Maendle | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.01,No workflow in SF for Compensation changes  | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,No access to Personalwelt | AZ Germany | Live | <Authorization/access>
AZTEC.GP04.HRIT.01,Error in Position: too high FTE | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,Cannot logon successfactor | AZ Hong Kong | Live | Authorization/access |
AZTEC.GP04.HRIT.04,SuccessFactors - remove Adam Sun from both Manager/s SF list | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.06,Report Not Received - But Scheduled by Pratima Bhalerao | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.06,Axel Gromann - 15018703 Please reset his 2FA settings | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecREQM| Add new functional area |SER|REQ MGMT|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager access |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecINTF|Recruiter portal down|SER|INTERFACE|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Candidate login issue|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Update Username of Songhang Yang (EC Employee ID = 15021149) | AZ US Life | Live | Authorization/Access
AZTEC.GP04.HRIT.06,Marie-Laure Trouiller and Jessie Vincent do not have the TU access for TM / Professional Interview | AZ France | Hypercare | <cause code>
AZTEC.GP04.HRIT.01,Trigger Profile push for all employees in FR55 AGCS France into Amadeus Cytric | AGCS  |Live | < settings >
AZTEC.GP04.HRIT.01,Company ID : AZGROUPTEST - Please reset the password for the following users. | AZ Australia | Live | Authorization or access
AZTEC.GP04.HRIT.03,Issue logging in to SuccessFactors | AGI Singapore | Live | Access Rights
AZTEC.GP04.HRIT.04,New ECCS code for EC drop down | AZSE | Live | Configuration
AZTEC.GP04.HRIT.04,Question Auto Routing Dates for PM forms | AZ Germany | Live  | Configuration
AZTEC.GP04.HRIT.03,2020 PM/TM Dialogue Template | AZ SE | Live | <Settings>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZLE
AZTEC.GP04.HRIT.01,"Tile ""Approve REquest"" not visible on the HOME page | AZ BeNeLux | Live | Settings"
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|External user not able to login|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecINTF|File details|SER|INTERFACE|E-REC|AZFR
AZTEC.GP04.HRIT.01,Test | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecINTF|Issue in PRD Recruiter Portal|SER|INTERFACE|E-REC|AZTE
AZTEC.GP04.HRIT.01,Access to SFA Production Instance | WTA | Live |Service Request
AZTEC.GP04.HRIT.01,Access to SFA Production Instance | WTA | Live | <Authorization/access>
AZTEC.GP04.HRIT.01,Employee is not able to access SF even after following the troubleshoot instructions. Please look into the case | AZ Tech - India | Live | authorisation/access
AZTEC.GP04.HRIT.04,RE: INC4913260_RE: New Account in Feeder  - Lin Yi | Euler Hermes | Live | Authorization/access |
AZTEC.GP04.HRIT.01,Not able to get data from EC using Adhoc reports. reports are showing blank | AZ Ayudiya | Live | Configuration
AZTEC.GP04.HRIT.04,Delete 2020 IM Performance Form Andina Maharani in Januar Jahja Form  | AZ Indonesia | Live |Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| external applicant issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Pwer User access|SER|USER ADMN|E-REC|ACP
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager Authorization in SAP E-Recruiting |SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03,Need help concerning a Media Course that we've created on LMS - Course ID PRT_APW_00000124 | AZ Partners | Live | Settings
AZTEC.GP04.HRIT.01,Import Username - User Access Issues (Employee Central/AllianzU) | AZ US Life | Live | Authorization/Access
AZTEC.GP04.HRIT.01,Employee Cannot Access EC | AZ UK | Live | Authorization/Access
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Tim Dahlke | AZ US Life | Live | < cause code >
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Binu John: 15015913/I90210. He is unable to access SF.  | AZ Technology India | Live | Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.03,RE: INC4561473 Cannot reach SuccessFactors | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.06,API Role to Remove in Prod EC
AZTEC.GP04.HRIT.04,Assign Global PM reports to users | AZ Germany | Live | <cause code>
AZTEC.GP04.HRIT.04,Refresh Another Feeder Account  | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.01,Please look into the below issue as the employee is not able to access success Factors. | AZ Technology India | Live | configuration
AZTEC.GP04.HRIT.06,HRT Prod Access
AZTEC.GP04.HRIT.05,SER_eRecJSRH| Document upload issue|SER|JOB SEARCH|E-REC|AZSE
AZTEC.GP04.HRIT.04,RE: Error while login Success factor | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.01,Please look into the below request as the employee is unable to access Success Factors. | AZ Technology India | Live | <Authorization/access >
AZTEC.GP04.HRIT.02,Incorrect Interface Mapping | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,employee 11408673  LOMBARD ERIC | AZ France | Live | Configuration
AZTEC.GP04.HRIT.04,FW: Antwort: [SuccessFactors Community] Activity for Jul 05 through Jul 12 (Virus checked) | AZ Switzerland | Live | Configuration |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|APP
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03,Creating report from Success Factor for Allianz Technology Hungary | AZ Technology india | Live |Settings
AZTEC.GP04.HRIT.01,Talent Position Field not maintainable | AZ Germany | Live | <Configuration>
AZTEC.GP04.HRIT.01,Request for user sync for employees | AZ Spain | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Feeder Account Filip Pfister | AZ Capital Partners | Live | Configuration
AZTEC.GP04.HRIT.01,org chart function in SAP success factors | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.01,Request for user sync for employees | AZ  Spain | Live | Authorization or access
AZTEC.GP04.HRIT.01,Request for user sync for employee 15021708 - gustavo.molina@allianz.es  | AZ Spain | Live |Authorization/Access
AZTEC.GP04.HRIT.01,COE Workflow is incorrect | AZ Australia | Live/Service Request
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.04,Mass change to employee population | AGCS| Live | Configuration |
AZTEC.GP04.HRIT.06,Please provide RBP report for all employees as per the list attached | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.02,Interface File M000215 - Classification | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Paul Halek | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.02,Alert for MAIN: DEPT FEEDER - SK | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|Hiring Manager issue|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template: Sarah Schneidewind | AZ Germany | Live | Authorization/access |
AZTEC.GP04.HRIT.04,RE: Install Certificate Pentos Feeder | AZ Indonesia | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request: Add Division and Company Name Values to H10_AZP_NORTH AMERICA HR UNIT in HR Feeder| AZ Partners|Live| Configuration |
AZTEC.GP04.HRIT.04,Marie-Laure Trouiller doesn't have access to launch a form from Performance Management | AZ France | Live | < cause code |
AZTEC.GP04.HRIT.04,FW: Intranet access | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.01,Invalid Login while connecting to the learning platform | AZ Austria | Live | <Authorization/Access>
AZTEC.GP04.HRIT.04,Refresh Accounts in Feeder | AZ Tech | Live | Authorization/access |
AZTEC.GP04.HRIT.01,Employee Cannot Access Employee Central | AZ UK | Live | < Authorization/access>
AZTEC.GP04.HRIT.01,User name on EC incorrect | AZ UK | Live | Configuration
AZTEC.GP04.HRIT.04,Register to HR Feeder | AZ Indonesia | Live | Configuration
AZTEC.GP04.HRIT.01,Employee Cannot Access EC | AZ UK | Live | configuration
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorizaton or access
AZTEC.GP04.HRIT.06,SF Pen Test preparation
AZTEC.GP04.HRIT.01,Incorrect FTE in SF | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.04,Feeder Duplicate | AGCS | Live | Configuration
AZTEC.GP04.HRIT.02,UK SuccessFactors Interface Failure
AZTEC.GP04.HRIT.05,SER_eRecINTF|Request to restart PEQ system|SER|INTERFACE|E-REC|AZTE
AZTEC.GP04.HRIT.01,Pls correct data for EE Aleksandr.Nikolaev@allianz.ru (employee id = 12300237): hire data should be the 1st of January 2016. Legacy ID should be RU0010000000950
AZTEC.GP04.HRIT.04,Decommissioning LMS Old World for Allianz SE  | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.01,No Access to Personalwelt | AZ Germany | Live | Authorization or access
AZTEC.GP04.HRIT.03,Unable to access JIRA and Confluence
AZTEC.GP04.HRIT.01,employee can't login in SF system | AZ Partners | Live | configuration
AZTEC.GP04.HRIT.02,Alert for HRS002-Allianz_SF_to_EEP in Del Boomi |AZ Technology India| Live | Configuration
AZTEC.GP04.HRIT.02,Alert for AZL008_ RIVERMINE_OUT in Dell Boomi | Allianz Life Insurance Company | Live |Configuration
AZTEC.GP04.HRIT.02,AZL008_ RIVERMINE_OUT | AZ Technology India | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Employee data & Org Units|SER|USER ADMN|E-REC|AZBR
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|Hiring Manager access|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| External user login issue|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Not able to apply for the job|SER|REQ MNMTE-REC|CAR
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|SAP E-Recruiting: External portal login issue|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.04,SuccessFactors Incident  | AZ France | Live | Configuration |
AZTEC.GP04.HRIT.01,Access Issue | AZ Morocco | Live | Authorization or access
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Data Privacy Consent Statement feature (pop-up) activated? | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,Proxy issues | AGCS | Live |Configuration
AZTEC.GP04.HRIT.04,HRT SF PM access issue | AZ SE | Live | <cause code>
AZTEC.GP04.HRIT.04,Proxy issues in SF due to Allianz Global Data Privacy Consent Statement | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.04,Proxy access | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.01,REPORTING EXPERT ROLE IN SF | AZ Poland | Live |Authorization/Access
AZTEC.GP04.HRIT.04,RE: Error in SF  | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03,HRS LMS Admin right for new user |Allianz Hungaria Rt|LIVE|Authorization / Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Problems to career site|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Managers access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,Not able to proxy due to privacy notice | AIM SE | Live | Configuration
AZTEC.GP04.HRIT.04,URGENT REQUEST: AZ_TECH_TU_GLOBAL  Proxy Issue | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.04,Proxy Rights PoM Administrator (Legacy) | AZSE | Live | Configuration
AZTEC.GP04.HRIT.04,URGENT / ACCESS ISSUES – SF LEGACY - DECOMMISSIONNING PLAN | AZ France  | Live | Configuration
AZTEC.GP04.HRIT.03,e2e_time_web_successfactors_uk: Web SuccessFactors BizX on t
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|Hiring Manager access|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Managers access|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZFR
AZTEC.GP04.HRIT.03,URGENT: Please provide SuccessFactors Admin Rights for support team | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.04,FW: 2020 IM PM Form - Transfer | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.02,Missing Interface File for data interface for July 23 transaction | AZ Thailand  | Live | Configuration
AZTEC.GP04.HRIT.04,Surya Hartawan cannot see Dicka as his team Member  | AZ Indonesia | Live |  Configuration
AZTEC.GP04.HRIT.06,Aliczia Pirone- 10800563 Please reset the 2FA  for Aliczia |AZ Australia | Live | < cause code >
AZTEC.GP04.HRIT.01,no accesss to my Services tool | Allianz SE | Live | <Authorization/access>
AZTEC.GP04.HRIT.01,Analysis of Reports for AGCS UK - Ref ticket- INC4563564 | AZ Tech - India | Live |Authorization/Access
AZTEC.GP04.HRIT.04,Andina Pratiwi Cannot Access Success Factor  | AZ Indonesia | Live | Authorization/access |
AZTEC.GP04.HRIT.04,"Request for 	• Performance Form Status Report  | AZ Australia | Live | <cause code>"
AZTEC.GP04.HRIT.04,Email Address Change for Gurpratap Aujla | AGCS | Live | Authorization / Access |
AZTEC.GP04.HRIT.02,Dell Boomi : AZL030_FM_INTERACT_OUT | AZL USA | Live | Configuration
AZTEC.GP04.HRIT.02,SFTP file transfer issue - sftp012.successfactors.eu
